vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
compact,2.0,4,Manual,Premium gasoline,10.3,237.0
compact,2.5,4,Automatic with select shift,Regular gasoline,9.3,214.0
compact,3.6,6,Automatic with select shift,Regular gasoline,10.8,248.0
compact,2.0,4,Automatic with select shift,Premium gasoline,10.2,235.0
compact,3.6,6,Automatic with select shift,Regular gasoline,11.0,253.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.9,228.0
mid-size,3.6,6,Automatic with select shift,Regular gasoline,10.7,246.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,10.6,244.0
mid-size,3.6,6,Automatic with select shift,Regular gasoline,11.0,253.0
mid-size,3.6,6,Automatic with select shift,Premium gasoline,12.7,292.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.0,322.0
suv - standard,6.2,8,Automatic,Premium gasoline,13.8,317.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.5,334.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.3,329.0
suv - standard,3.6,6,Automatic with select shift,Regular gasoline,12.3,283.0
full-size,3.6,6,Automatic with select shift,Regular gasoline,11.3,260.0
full-size,3.6,6,Automatic with select shift,Regular gasoline,11.6,267.0
full-size,3.6,6,Automatic with select shift,Premium gasoline,12.6,290.0
compact,3.6,6,Automatic with select shift,Regular gasoline,11.3,260.0
compact,3.6,6,Manual,Regular gasoline,11.5,265.0
compact,6.2,8,Automatic with select shift,Premium gasoline,12.8,294.0
compact,6.2,8,Manual,Premium gasoline,12.7,292.0
compact,3.6,6,Automatic with select shift,Regular gasoline,10.5,242.0
compact,6.2,8,Manual,Premium gasoline,15.5,357.0
compact,6.2,8,Automatic with select shift,Premium gasoline,16.8,386.0
compact,6.2,8,Manual,Premium gasoline,14.7,338.0
special purpose vehicle,2.0,4,Continuously variable,Regular gasoline,9.4,216.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,10.5,242.0
pickup truck - small,2.5,4,Manual,Regular gasoline,10.8,248.0
pickup truck - small,3.6,6,Automatic,Regular gasoline,11.3,260.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,11.3,260.0
pickup truck - small,3.6,6,Automatic,Regular gasoline,11.8,271.0
two-seater,6.2,8,Automatic with select shift,Premium gasoline,11.7,269.0
two-seater,6.2,8,Automatic with select shift,Premium gasoline,14.3,329.0
two-seater,6.2,8,Manual,Premium gasoline,13.4,308.0
mid-size,1.4,4,Manual,Regular gasoline,7.8,179.0
mid-size,1.8,4,Automatic with select shift,Regular gasoline,8.8,202.0
mid-size,1.8,4,Manual,Regular gasoline,8.1,186.0
mid-size,1.4,4,Automatic,Regular gasoline,7.7,177.0
suv - small,2.4,4,Automatic,Regular gasoline,9.1,209.0
suv - small,2.4,4,Automatic,Ethanol (E85),13.4,214.0
suv - small,3.6,6,Automatic,Regular gasoline,12.1,278.0
suv - small,2.4,4,Automatic,Regular gasoline,10.0,230.0
suv - small,2.4,4,Automatic,Ethanol (E85),14.2,227.0
van - passenger,4.8,8,Automatic,Regular gasoline,18.0,414.0
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Ethanol (E85),18.4,414.0
van - passenger,4.8,8,Automatic,Regular gasoline,18.1,416.0
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Ethanol (E85),18.4,418.0
full-size,2.5,4,Automatic with select shift,Regular gasoline,9.2,212.0
full-size,3.6,6,Automatic with select shift,Regular gasoline,10.6,244.0
full-size,3.6,6,Automatic with select shift,Ethanol (E85),14.5,232.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.8,225.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,11.9,274.0
pickup truck - standard,4.3,6,Automatic,Ethanol (E85),17.1,274.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),17.2,275.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.0,322.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,12.5,288.0
pickup truck - standard,4.3,6,Automatic,Ethanol (E85),18.0,288.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.0,299.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),17.5,280.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.2,327.0
compact,1.4,4,Automatic with select shift,Regular gasoline,8.0,184.0
compact,1.8,4,Automatic with select shift,Regular gasoline,8.3,191.0
compact,1.8,4,Manual,Regular gasoline,8.0,184.0
compact,1.4,4,Manual,Regular gasoline,8.0,184.0
mid-size,1.4,4,Automatic with select shift,Regular gasoline,8.0,184.0
mid-size,1.4,4,Manual,Regular gasoline,7.5,173.0
mid-size,1.8,4,Automatic with select shift,Regular gasoline,8.3,191.0
mid-size,1.8,4,Manual,Regular gasoline,8.0,184.0
mid-size,1.4,4,Manual,Regular gasoline,8.0,184.0
subcompact,1.2,4,Continuously variable,Regular gasoline,7.0,161.0
subcompact,1.2,4,Manual,Regular gasoline,6.8,156.0
suv - standard,5.3,8,Automatic,Regular gasoline,12.7,292.0
suv - standard,5.3,8,Automatic,Ethanol (E85),17.2,275.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.3,306.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,306.0
suv - standard,5.3,8,Automatic,Regular gasoline,12.7,292.0
suv - standard,5.3,8,Automatic,Ethanol (E85),17.2,275.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.0,299.0
suv - standard,5.3,8,Automatic,Ethanol (E85),17.6,282.0
suv - standard,3.6,6,Automatic,Regular gasoline,12.3,283.0
suv - small,1.4,4,Automatic with select shift,Regular gasoline,8.2,189.0
suv - small,1.4,4,Manual,Regular gasoline,8.1,186.0
suv - small,1.4,4,Automatic with select shift,Regular gasoline,8.7,200.0
mid-size,2.4,4,Automatic,Regular gasoline,8.5,196.0
mid-size,2.4,4,Automatic,Regular gasoline,8.5,196.0
mid-size,2.4,4,Automatic,Ethanol (E85),11.3,181.0
mid-size,3.6,6,Automatic,Regular gasoline,10.2,235.0
mid-size,3.6,6,Automatic,Regular gasoline,10.2,235.0
mid-size,3.6,6,Automatic,Ethanol (E85),13.6,218.0
mid-size,3.6,6,Automatic,Regular gasoline,10.7,246.0
mid-size,3.6,6,Automatic,Regular gasoline,10.7,246.0
mid-size,3.6,6,Automatic,Ethanol (E85),14.1,226.0
full-size,5.7,8,Automatic,Regular gasoline,12.3,283.0
mid-size,3.6,6,Automatic,Regular gasoline,10.3,237.0
mid-size,6.4,8,Manual,Premium gasoline,13.9,320.0
mid-size,5.7,8,Automatic,Regular gasoline,12.3,283.0
mid-size,6.4,8,Automatic,Premium gasoline,12.9,297.0
mid-size,6.4,8,Automatic,Premium gasoline,12.9,297.0
mid-size,6.2,8,Automatic,Premium gasoline,14.7,338.0
mid-size,6.2,8,Manual,Premium gasoline,15.1,347.0
full-size,3.6,6,Automatic,Regular gasoline,11.5,264.0
full-size,3.6,6,Automatic,Regular gasoline,11.5,264.0
full-size,3.6,6,Automatic,Ethanol (E85),15.9,254.0
full-size,3.6,6,Automatic,Regular gasoline,10.3,237.0
full-size,5.7,8,Automatic,Regular gasoline,12.9,297.0
full-size,5.7,8,Automatic,Regular gasoline,12.3,283.0
full-size,6.4,8,Automatic,Premium gasoline,12.9,297.0
full-size,6.2,8,Automatic,Premium gasoline,14.7,338.0
mid-size,2.0,4,Automatic,Ethanol (E85),11.5,184.0
suv - standard,5.7,8,Automatic,Regular gasoline,14.7,338.0
minivan,3.6,6,Automatic,Ethanol (E85),16.4,262.0
suv - small,3.6,6,Automatic,Regular gasoline,12.1,278.0
two-seater,6.5,10,Manual,Premium gasoline,15.8,363.0
minicompact,1.4,4,Automatic,Regular gasoline,8.6,198.0
minicompact,1.4,4,Automatic,Regular gasoline,8.6,198.0
minicompact,1.4,4,Automatic,Regular gasoline,8.6,198.0
station wagon - small,1.4,4,Automatic,Regular gasoline,9.4,216.0
station wagon - small,1.4,4,Automated manual,Regular gasoline,8.7,200.0
station wagon - small,1.4,4,Manual,Regular gasoline,8.3,191.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.8,225.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.8,225.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,11.3,260.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.3,237.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,11.8,271.0
suv - small,2.7,6,Automatic with select shift,Regular gasoline,11.9,274.0
suv - small,1.6,4,Automatic with select shift,Regular gasoline,9.0,207.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,9.5,218.0
suv - small,1.6,4,Automatic with select shift,Regular gasoline,9.4,216.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.1,232.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,14.2,327.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,14.4,331.0
suv - standard,2.0,4,Automatic,Regular gasoline,10.4,239.0
suv - standard,3.5,6,Automatic with select shift,Ethanol (E85),16.1,258.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,13.0,299.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,12.5,288.0
suv - standard,3.5,6,Automatic with select shift,Ethanol (E85),16.9,270.0
pickup truck - standard,2.7,6,Automatic with select shift,Regular gasoline,10.8,248.0
pickup truck - standard,3.5,6,Automatic with select shift,Regular gasoline,12.0,276.0
pickup truck - standard,3.5,6,Automatic,Regular gasoline,11.5,264.0
pickup truck - standard,3.5,6,Automatic,Ethanol (E85),15.7,251.0
pickup truck - standard,5.0,8,Automatic with select shift,Regular gasoline,13.3,306.0
pickup truck - standard,5.0,8,Automatic with select shift,Ethanol (E85),17.9,286.0
pickup truck - standard,2.7,6,Automatic with select shift,Regular gasoline,12.0,276.0
pickup truck - standard,3.5,6,Automatic with select shift,Regular gasoline,12.5,288.0
pickup truck - standard,3.5,6,Automatic,Regular gasoline,12.4,285.0
pickup truck - standard,3.5,6,Automatic,Ethanol (E85),16.8,269.0
pickup truck - standard,5.0,8,Automatic with select shift,Regular gasoline,13.9,320.0
pickup truck - standard,5.0,8,Automatic with select shift,Ethanol (E85),18.4,299.0
subcompact,1.6,4,Automatic with select shift,Regular gasoline,7.6,175.0
subcompact,1.6,4,Manual,Regular gasoline,7.6,175.0
subcompact,1.0,3,Manual,Regular gasoline,6.6,152.0
subcompact,1.6,4,Automatic with select shift,Regular gasoline,7.4,170.0
subcompact,1.6,4,Manual,Regular gasoline,8.0,184.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,11.6,267.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,12.1,278.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,12.8,294.0
compact,1.0,3,Manual,Regular gasoline,7.1,163.0
compact,2.0,4,Manual,Regular gasoline,8.9,205.0
compact,2.0,4,Automated manual,Regular gasoline,7.7,177.0
compact,2.0,4,Automated manual,Ethanol (E85),10.4,166.0
compact,2.0,4,Automatic with select shift,Regular gasoline,7.8,179.0
compact,2.0,4,Automatic with select shift,Ethanol (E85),10.6,170.0
compact,2.0,4,Manual,Regular gasoline,8.1,186.0
compact,2.0,4,Manual,Ethanol (E85),10.9,174.0
mid-size,1.5,4,Automatic with select shift,Regular gasoline,8.4,193.0
mid-size,1.5,4,Automatic with select shift,Regular gasoline,8.0,184.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,8.9,205.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,8.9,205.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,9.3,214.0
mid-size,2.0,4,Continuously variable,Regular gasoline,5.5,126.0
subcompact,2.3,4,Automatic with select shift,Regular gasoline,9.4,216.0
subcompact,2.3,4,Manual,Regular gasoline,9.2,212.0
subcompact,3.7,6,Automatic with select shift,Regular gasoline,10.7,246.0
subcompact,3.7,6,Manual,Regular gasoline,11.2,258.0
subcompact,5.0,8,Automatic with select shift,Regular gasoline,12.4,285.0
subcompact,5.0,8,Manual,Regular gasoline,12.5,288.0
subcompact,2.3,4,Automatic with select shift,Regular gasoline,9.9,228.0
subcompact,5.0,8,Automatic with select shift,Regular gasoline,13.0,299.0
van - passenger,3.5,6,Automatic with select shift,Regular gasoline,14.7,338.0
van - passenger,3.7,6,Automatic with select shift,Regular gasoline,14.8,340.0
van - passenger,3.7,6,Automatic with select shift,Ethanol (E85),18.4,315.0
full-size,2.0,4,Automatic with select shift,Regular gasoline,9.1,209.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,11.9,274.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,10.4,239.0
full-size,3.5,6,Automatic with select shift,Ethanol (E85),14.7,235.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,11.3,260.0
full-size,3.5,6,Automatic with select shift,Ethanol (E85),16.0,256.0
special purpose vehicle,1.6,4,Automatic with select shift,Regular gasoline,9.4,216.0
special purpose vehicle,2.5,4,Automatic with select shift,Regular gasoline,9.9,228.0
special purpose vehicle,2.5,4,Automatic with select shift,Regular gasoline,10.2,235.0
special purpose vehicle,2.5,4,Automatic with select shift,Regular gasoline,10.4,239.0
suv - standard,3.6,6,Automatic,Regular gasoline,12.3,283.0
suv - standard,3.6,6,Automatic,Regular gasoline,12.6,290.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,10.5,242.0
pickup truck - small,2.5,4,Manual,Regular gasoline,10.8,248.0
pickup truck - small,3.6,6,Automatic,Regular gasoline,11.3,260.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,11.3,260.0
pickup truck - small,3.6,6,Automatic,Regular gasoline,11.8,271.0
van - passenger,4.8,8,Automatic,Regular gasoline,18.0,414.0
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Ethanol (E85),18.4,414.0
van - passenger,4.8,8,Automatic,Regular gasoline,18.1,416.0
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Ethanol (E85),18.4,418.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,11.9,274.0
pickup truck - standard,4.3,6,Automatic,Ethanol (E85),17.1,274.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),17.2,275.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.0,322.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,12.5,288.0
pickup truck - standard,4.3,6,Automatic,Ethanol (E85),18.0,288.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.0,299.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),17.5,280.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.2,327.0
suv - small,2.4,4,Automatic,Regular gasoline,9.1,209.0
suv - small,2.4,4,Automatic,Ethanol (E85),13.4,214.0
suv - small,3.6,6,Automatic,Regular gasoline,12.1,278.0
suv - standard,5.3,8,Automatic,Regular gasoline,12.7,292.0
suv - standard,5.3,8,Automatic,Ethanol (E85),17.2,275.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.0,299.0
suv - standard,5.3,8,Automatic,Ethanol (E85),17.6,282.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.0,322.0
suv - standard,6.2,8,Automatic,Premium gasoline,13.8,317.0
suv - standard,5.3,8,Automatic,Regular gasoline,12.7,292.0
suv - standard,5.3,8,Automatic,Ethanol (E85),17.2,275.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.3,306.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,306.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.5,334.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.3,329.0
mid-size,2.4,4,Continuously variable,Regular gasoline,7.8,179.0
mid-size,2.4,4,Continuously variable,Regular gasoline,8.0,184.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.5,219.0
mid-size,2.0,4,Continuously variable,Regular gasoline,5.0,115.0
compact,1.8,4,Continuously variable,Regular gasoline,7.1,163.0
compact,1.8,4,Manual,Regular gasoline,7.7,177.0
compact,2.4,4,Manual,Premium gasoline,9.4,216.0
compact,1.5,4,Continuously variable,Regular gasoline,5.2,120.0
suv - small,2.4,4,Continuously variable,Regular gasoline,7.8,179.0
suv - small,2.4,4,Continuously variable,Regular gasoline,8.3,191.0
station wagon - small,1.5,4,Continuously variable,Regular gasoline,6.4,147.0
station wagon - small,1.5,4,Continuously variable,Regular gasoline,6.8,156.0
station wagon - small,1.5,4,Manual,Regular gasoline,7.3,168.0
suv - small,3.5,6,Automatic,Regular gasoline,11.5,264.0
suv - small,3.5,6,Automatic,Regular gasoline,12.0,276.0
compact,1.6,4,Automatic with select shift,Regular gasoline,7.7,177.0
compact,1.6,4,Manual,Regular gasoline,7.6,175.0
mid-size,1.8,4,Automatic with select shift,Regular gasoline,7.5,172.0
mid-size,1.8,4,Manual,Regular gasoline,7.7,177.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,8.3,191.0
mid-size,2.0,4,Manual,Regular gasoline,8.5,196.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,8.3,191.0
mid-size,2.0,4,Manual,Regular gasoline,8.3,191.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,8.6,198.0
mid-size,2.0,4,Manual,Regular gasoline,8.5,196.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
full-size,3.8,6,Automatic with select shift,Regular gasoline,12.1,278.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,14.2,327.0
subcompact,3.8,6,Automatic with select shift,Premium gasoline,12.3,283.0
subcompact,3.8,6,Manual,Premium gasoline,12.4,285.0
suv - small,3.3,6,Automatic with select shift,Regular gasoline,11.3,260.0
suv - small,3.3,6,Automatic with select shift,Regular gasoline,11.5,264.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,10.3,237.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,11.5,264.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,11.1,255.0
suv - small,3.3,6,Automatic with select shift,Regular gasoline,12.5,287.0
full-size,2.0,4,Automatic with select shift,Regular gasoline,9.1,209.0
full-size,2.4,4,Automatic with select shift,Regular gasoline,8.4,193.0
full-size,2.4,4,Automatic with select shift,Regular gasoline,8.4,193.0
mid-size,2.4,4,Automatic with select shift,Regular gasoline,6.3,145.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.3,214.0
suv - small,2.0,4,Manual,Regular gasoline,10.1,232.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,10.0,230.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.4,239.0
suv - small,2.4,4,Automatic with select shift,Regular gasoline,10.6,244.0
